PMID,Title,Authors,Citation,First.Author,Journal.Book,Publication.Year,Create.Date,PMCID,NIHMS.ID,DOI,type,subset
35347573,SEOM-GEMCAD-TTD Clinical Guideline for the diagnosis and treatment of esophageal cancer (2021),"Fernández-Montes A, Alcaide J, Alsina M, Custodio AB, Franco LF, Gallego Plazas J, Gómez-Martín C, Richart P, Rivera F, Martin-Richard M.",Clin Transl Oncol. 2022 Apr;24(4):658-669. doi: 10.1007/s12094-022-02801-2. Epub 2022 Mar 26.,Fernández-Montes A,Clin Transl Oncol,2022,3/29/22,PMC8986732,,10.1007/s12094-022-02801-2,pubmed_pmc,all
35347572,SEOM-SOGUG clinical guideline for localized muscle invasive and advanced bladder cancer (2021),"Valderrama BP, González-Del-Alba A, Morales-Barrera R, Peláez Fernández I, Vázquez S, Caballero Díaz C, Domènech M, Fernández Calvo O, Gómez de Liaño Lista A, Arranz Arija JÁ.",Clin Transl Oncol. 2022 Apr;24(4):613-624. doi: 10.1007/s12094-022-02815-w. Epub 2022 Mar 26.,Valderrama BP,Clin Transl Oncol,2022,3/29/22,PMC8986688,,10.1007/s12094-022-02815-w,pubmed_pmc,all
35338549,Major revision version 11.0 of the European AIDS Clinical Society Guidelines 2021,"Ryom L, De Miguel R, Cotter AG, Podlekareva D, Beguelin C, Waalewijn H, Arribas JR, Mallon PWG, Marzolini C, Kirk O, Bamford A, Rauch A, Molina JM, Kowalska JD, Guaraldi G, Winston A, Boesecke C, Cinque P, Welch S, Collins S, Behrens GMN; EACS Governing Board.",HIV Med. 2022 Sep;23(8):849-858. doi: 10.1111/hiv.13268. Epub 2022 Mar 25.,Ryom L,HIV Med,2022,3/26/22,PMC9545286,,10.1111/hiv.13268,pubmed_pmc,all
35279975,"2021 KSCCM clinical practice guidelines for pain, agitation, delirium, immobility, and sleep disturbance in the intensive care unit","Seo Y, Lee HJ, Ha EJ, Ha TS.",Acute Crit Care. 2022 Feb;37(1):1-25. doi: 10.4266/acc.2022.00094. Epub 2022 Feb 28.,Seo Y,Acute Crit Care,2022,3/14/22,PMC8918705,,10.4266/acc.2022.00094,pubmed_pmc,all
35224713,"A Canadian national guideline on the neoadjuvant treatment of invasive breast cancer, including patient assessment, systemic therapy, and local management principles","Gandhi S, Brackstone M, Hong NJL, Grenier D, Donovan E, Lu FI, Skarpathiotakis M, Lee J, Boileau JF, Perera F, Simmons C, Joy AA, Tran WT; Canadian National Neoadjuvant Breast Cancer Consortium.",Breast Cancer Res Treat. 2022 May;193(1):1-20. doi: 10.1007/s10549-022-06522-6. Epub 2022 Feb 28.,Gandhi S,Breast Cancer Res Treat,2022,2/28/22,PMC8993711,,10.1007/s10549-022-06522-6,pubmed_pmc,all
35182760,ESCMID rapid guidelines for assessment and management of long COVID,"Yelin D, Moschopoulos CD, Margalit I, Gkrania-Klotsas E, Landi F, Stahl JP, Yahav D.",Clin Microbiol Infect. 2022 Jul;28(7):955-972. doi: 10.1016/j.cmi.2022.02.018. Epub 2022 Feb 17.,Yelin D,Clin Microbiol Infect,2022,2/19/22,PMC8849856,,10.1016/j.cmi.2022.02.018,pubmed_pmc,all
35177559,Update of Guidelines for Laboratory Diagnosis of COVID-19 in Korea,"Hong KH, Kim GJ, Roh KH, Sung H, Lee J, Kim SY, Kim TS, Park JS, Huh HJ, Park Y, Kim JS, Kim HS, Seong MW, Ryoo NH, Song SH, Lee H, Kwon GC, Yoo CK; COVID-19 Task Force, the Korean Society for Laboratory Medicine and the Bureau of Infectious Disease Diagnosis Control, the Korea Disease Control and Prevention Agency.",Ann Lab Med. 2022 Jul 1;42(4):391-397. doi: 10.3343/alm.2022.42.4.391.,Hong KH,Ann Lab Med,2022,2/18/22,PMC8859556,,10.3343/alm.2022.42.4.391,pubmed_pmc,all
35174964,AAPM Medical Physics Practice Guideline 12.a: Fluoroscopy dose management,"Fisher RF, Applegate KE, Berkowitz LK, Christianson O, Dave JK, DeWeese L, Harris N, Jafari ME, Jones AK, Kobistek RJ, Loughran B, Marous L, Miller DL, Schueler B, Schwarz BC, Springer A, Wunderle KA.",J Appl Clin Med Phys. 2022 Mar;23(3):e13526. doi: 10.1002/acm2.13526. Epub 2022 Feb 17.,Fisher RF,J Appl Clin Med Phys,2022,2/17/22,PMC8906204,,10.1002/acm2.13526,pubmed_pmc,all
35135041,[Integrated Care Protocol: Chronic complications of diabetes mellitus 2],"Medina-Chávez JH, Vázquez-Parrodi M, Santoyo-Gómez DL, Azuela-Antuna J, Garnica-Cuellar JC, Herrera-Landero A, Balandrán-Duarte DA.",Rev Med Inst Mex Seguro Soc. 2022 Feb 7;60(Supl 1):S19-S33.,Medina-Chávez JH,Rev Med Inst Mex Seguro Soc,2022,2/8/22,PMC10396008,,,pubmed_pmc,all
35124700,The CanPain SCI clinical practice guidelines for rehabilitation management of neuropathic pain after spinal cord injury: 2021 update,"Loh E, Mirkowski M, Agudelo AR, Allison DJ, Benton B, Bryce TN, Guilcher S, Jeji T, Kras-Dupuis A, Kreutzwiser D, Lanizi O, Lee-Tai-Fuy G, Middleton JW, Moulin DE, O'Connell C, Orenczuk S, Potter P, Short C, Teasell R, Townson A, Widerström-Noga E, Wolfe DL, Xia N, Mehta S.",Spinal Cord. 2022 Jun;60(6):548-566. doi: 10.1038/s41393-021-00744-z. Epub 2022 Feb 5.,Loh E,Spinal Cord,2022,2/6/22,PMC9209331,,10.1038/s41393-021-00744-z,pubmed_pmc,all
35074206,"Ethical Recruitment of Dental Volunteers: Revised version adopted by the FDI General Assembly: 27-29 September 2021, Sydney, Australia. Original version adopted by the FDI General Assembly: 2005, Montreal, Canada",,Int Dent J. 2022 Feb;72(1):4-5. doi: 10.1016/j.identj.2021.11.004.,,Int Dent J,2022,1/25/22,PMC9275078,,10.1016/j.identj.2021.11.004,pubmed_pmc,all
35074201,"Infection Prevention and Control in Dental Practice: Revised version adopted by the General Assembly 27-29 September 2021, Sydney, AustraliaRevised version adopted by the General Assembly: September 2019, San Francisco, United States of AmericaOriginal version adopted by the General Assembly: September 2009, Singapore, Singapore",,Int Dent J. 2022 Feb;72(1):16-18. doi: 10.1016/j.identj.2021.11.010.,,Int Dent J,2022,1/25/22,PMC9275193,,10.1016/j.identj.2021.11.010,pubmed_pmc,all
35061301,The use of general anaesthesia in special care dentistry: A clinical guideline from the British Society for Disability and Oral Health,"Geddis-Regan AR, Gray D, Buckingham S, Misra U, Boyle C; British Society for Disability and Oral Health.",Spec Care Dentist. 2022 Jan;42(S1):3-32. doi: 10.1111/scd.12652.,Geddis-Regan AR,Spec Care Dentist,2022,1/21/22,PMC9303222,,10.1111/scd.12652,pubmed_pmc,all
35061057,Evidence-based clinical practice guidelines for functional dyspepsia 2021,"Miwa H, Nagahara A, Asakawa A, Arai M, Oshima T, Kasugai K, Kamada K, Suzuki H, Tanaka F, Tominaga K, Futagami S, Hojo M, Mihara H, Higuchi K, Kusano M, Arisawa T, Kato M, Joh T, Mochida S, Enomoto N, Shimosegawa T, Koike K.",J Gastroenterol. 2022 Feb;57(2):47-61. doi: 10.1007/s00535-021-01843-7. Epub 2022 Jan 21.,Miwa H,J Gastroenterol,2022,1/21/22,PMC8831363,,10.1007/s00535-021-01843-7,pubmed_pmc,all
35054359,IMSI-Guidelines for Sperm Quality Assessment,"Lukaszuk K, Jakiel G, Wocławek Potocka I, Kiewisz J, Olszewska J, Sieg W, Podolak A, Pastuszek E, Wdowiak A.",Diagnostics (Basel). 2022 Jan 13;12(1):192. doi: 10.3390/diagnostics12010192.,Lukaszuk K,Diagnostics (Basel),2022,1/21/22,PMC8774575,,10.3390/diagnostics12010192,pubmed_pmc,all
35020003,[Pulmonary nodules and pneumonia : A diagnostic guideline],"Frauenfelder T, Landsmann A.",Radiologe. 2022 Feb;62(2):109-119. doi: 10.1007/s00117-021-00953-w. Epub 2022 Jan 12.,Frauenfelder T,Radiologe,2022,1/12/22,PMC8753325,,10.1007/s00117-021-00953-w,pubmed_pmc,all
34979961,Management of hypertension and renin-angiotensin-aldosterone system blockade in adults with diabetic kidney disease: Association of British Clinical Diabetologists and the Renal Association UK guideline update 2021,"Banerjee D, Winocour P, Chowdhury TA, De P, Wahba M, Montero R, Fogarty D, Frankel AH, Karalliedde J, Mark PB, Patel DC, Pokrajac A, Sharif A, Zac-Varghese S, Bain S, Dasgupta I; Association of British Clinical Diabetologists and The Renal Association.",BMC Nephrol. 2022 Jan 3;23(1):9. doi: 10.1186/s12882-021-02587-5.,Banerjee D,BMC Nephrol,2022,1/4/22,PMC8722287,,10.1186/s12882-021-02587-5,pubmed_pmc,all
34940242,How to Perform a Microfluidic Cultivation Experiment-A Guideline to Success,"Täuber S, Schmitz J, Blöbaum L, Fante N, Steinhoff H, Grünberger A.",Biosensors (Basel). 2021 Nov 29;11(12):485. doi: 10.3390/bios11120485.,Täuber S,Biosensors (Basel),2021,12/23/21,PMC8699335,,10.3390/bios11120485,pubmed_pmc,all
34923803,Korean Society of Nephrology 2021 Clinical Practice Guideline for Optimal Hemodialysis Treatment,"Jung JY, Yoo KD, Kang E, Kang HG, Kim SH, Kim H, Kim HJ, Park TJ, Suh SH, Jeong JC, Choi JY, Hwang YH, Choi M, Kim YL, Oh KH; Korean Society of Nephrology Clinical Practice Guideline Work Group.",Kidney Res Clin Pract. 2021 Dec;40(Suppl 1):S1-S37. doi: 10.23876/j.krcp.21.600. Epub 2021 Dec 10.,Jung JY,Kidney Res Clin Pract,2021,12/19/21,PMC8694695,,10.23876/j.krcp.21.600,pubmed_pmc,all
34914079,"Non-alcoholic fatty liver disease in adults 2021: A clinical practice guideline of the Italian Association for the Study of the Liver (AISF), the Italian Society of Diabetology (SID) and the Italian Society of Obesity (SIO)","Associazione Italiana per lo Studio del Fegato (AISF), Società Italiana di Diabetologia (SID) and Società Italiana dell’Obesità (SIO).",Eat Weight Disord. 2022 Jun;27(5):1603-1619. doi: 10.1007/s40519-021-01287-1. Epub 2021 Dec 16.,"Associazione Italiana per lo Studio del Fegato (AISF), Società Italiana di Diabetologia (SID) and Società Italiana dell’Obesità (SIO)",Eat Weight Disord,2022,12/16/21,PMC9123074,,10.1007/s40519-021-01287-1,pubmed_pmc,all
34907597,Thailand guideline 2020 for medical management of gastroesophageal reflux disease,"Maneerattanaporn M, Pittayanon R, Patcharatrakul T, Bunchorntavakul C, Sirinthornpanya S, Pitisuttithum P, Sudcharoen A, Kaosombatwattana U, Tangvoraphongchai K, Chaikomin R, Harinwan K, Techathuvanan K, Jandee S, Kijdamrongthum P, Tangaroonsanti A, Rattanakovit K, Chirapongsathorn S, Gonlachanvit S, Surangsrirat S, Werawatganon D, Chunlertrith K, Mahachai V, Leelakusolvong S, Piyanirun W.",J Gastroenterol Hepatol. 2022 Apr;37(4):632-643. doi: 10.1111/jgh.15758. Epub 2022 Jan 25.,Maneerattanaporn M,J Gastroenterol Hepatol,2022,12/15/21,PMC9303339,,10.1111/jgh.15758,pubmed_pmc,all
34898246,"Diagnosis and Management of Diffuse Large B-Cell Lymphoma: Society of Medical Oncology, Pakistan Society of Hematology, and Pakistan Society of Clinical Oncology Joint Clinical Practice Guideline","Iftikhar R, Mir MA, Moosajee M, Rashid K, Bokhari SW, Abbasi AN, Shamsi TS, Ahmed P, Din HU, Chaudhry QU, Ahmad IN, Shaikh MU, Ali N, Umair M, Khan A, Bangash M, Ahmad U, Sattar W, Zargham A, Shafi A, Shamshad GU, Rizvi Q, Irfan SM, Zaidi U, Naqi N, Mahmood H, Hussain A, Masood AI, Siddiqui N, Masood M, Faheem M, Adil SN, Aziz Z.",JCO Glob Oncol. 2021 Sep;7:1647-1658. doi: 10.1200/GO.21.00320.,Iftikhar R,JCO Glob Oncol,2021,12/13/21,PMC9812455,,10.1200/GO.21.00320,pubmed_pmc,all
34867135,S2k guideline diagnosis and treatment of carbon monoxide poisoning,"Jüttner B, Busch HJ, Callies A, Dormann H, Janisch T, Kaiser G, Körner-Göbel H, Kluba K, Kluge S, Leidel BA, Müller O, Naser J, Pohl C, Reiter K, Schneider D, Staps E, Welslau W, Wißuwa H, Wöbker G, Muche-Borowski C.",Ger Med Sci. 2021 Nov 4;19:Doc13. doi: 10.3205/000300. eCollection 2021.,Jüttner B,Ger Med Sci,2021,12/6/21,PMC8607608,,10.3205/000300,pubmed_pmc,all
34861898,Australian guideline on wound classification of diabetes-related foot ulcers: part of the 2021 Australian evidence-based guidelines for diabetes-related foot disease,"Hamilton EJ, Scheepers J, Ryan H, Perrin BM, Charles J, Cheney J, Twigg SM; Australian Diabetes-related Foot Disease Guidelines & Pathways Project.",J Foot Ankle Res. 2021 Dec 3;14(1):60. doi: 10.1186/s13047-021-00503-6.,Hamilton EJ,J Foot Ankle Res,2021,12/4/21,PMC8641146,,10.1186/s13047-021-00503-6,pubmed_pmc,all
34844180,"Pan-Asian adaptation of the EHNS-ESMO-ESTRO Clinical Practice Guidelines for the diagnosis, treatment and follow-up of patients with squamous cell carcinoma of the head and neck","Keam B, Machiels JP, Kim HR, Licitra L, Golusinski W, Gregoire V, Lee YG, Belka C, Guo Y, Rajappa SJ, Tahara M, Azrif M, Ang MK, Yang MH, Wang CH, Ng QS, Wan Zamaniah WI, Kiyota N, Babu S, Yang K, Curigliano G, Peters S, Kim TW, Yoshino T, Pentheroudakis G.",ESMO Open. 2021 Dec;6(6):100309. doi: 10.1016/j.esmoop.2021.100309. Epub 2021 Nov 26.,Keam B,ESMO Open,2021,11/29/21,PMC8710460,,10.1016/j.esmoop.2021.100309,pubmed_pmc,all
34777929,"Metabolic surgery in treatment of obese Japanese patients with type 2 diabetes: a joint consensus statement from the Japanese Society for Treatment of Obesity, the Japan Diabetes Society, and the Japan Society for the Study of Obesity","Sasaki A, Yokote K, Naitoh T, Fujikura J, Hayashi K, Hirota Y, Inagaki N, Ishigaki Y, Kasama K, Kikkawa E, Koyama H, Masuzaki H, Miyatsuka T, Nozaki T, Ogawa W, Ohta M, Okazumi S, Shimabukuro M, Shimomura I, Nishizawa H, Saiki A, Seki Y, Shojima N, Tsujino M, Ugi S, Watada H, Yamauchi T, Yamaguchi T, Ueki K, Kadowaki T, Tatsuno I; Joint Committee in the Japanese Society for Treatment of Obesity, the Japan Diabetes Society, the Japan Society for the Study of Obesity.",Diabetol Int. 2021 Nov 8;13(1):1-30. doi: 10.1007/s13340-021-00551-0. eCollection 2022 Jan.,Sasaki A,Diabetol Int,2021,11/15/21,PMC8574153,,10.1007/s13340-021-00551-0,pubmed_pmc,all
34773920,2021 Focused Update Consensus Guidelines of the Asia Pacific Heart Rhythm Society on Stroke Prevention in Atrial Fibrillation: Executive Summary,"Chao TF, Joung B, Takahashi Y, Lim TW, Choi EK, Chan YH, Guo Y, Sriratanasathavorn C, Oh S, Okumura K, Lip GYH.",Thromb Haemost. 2022 Jan;122(1):20-47. doi: 10.1055/s-0041-1739411. Epub 2021 Nov 13.,Chao TF,Thromb Haemost,2022,11/13/21,PMC8763451,,10.1055/s-0041-1739411,pubmed_pmc,all
34751759,Nonpharmacological Treatment of Persistent Postconcussion Symptoms in Adults: A Systematic Review and Meta-analysis and Guideline Recommendation,"Rytter HM, Graff HJ, Henriksen HK, Aaen N, Hartvigsen J, Hoegh M, Nisted I, Næss-Schmidt ET, Pedersen LL, Schytz HW, Thastum MM, Zerlang B, Callesen HE.",JAMA Netw Open. 2021 Nov 1;4(11):e2132221. doi: 10.1001/jamanetworkopen.2021.32221.,Rytter HM,JAMA Netw Open,2021,11/9/21,PMC8579233,,10.1001/jamanetworkopen.2021.32221,pubmed_pmc,all
34738224,Providing care for older adults in the Emergency Department: expert clinical recommendations from the European Task Force on Geriatric Emergency Medicine,"Lucke JA, Mooijaart SP, Heeren P, Singler K, McNamara R, Gilbert T, Nickel CH, Castejon S, Mitchell A, Mezera V, Van der Linden L, Lim SE, Thaur A, Karamercan MA, Blomaard LC, Dundar ZD, Chueng KY, Islam F, de Groot B, Conroy S.",Eur Geriatr Med. 2022 Apr;13(2):309-317. doi: 10.1007/s41999-021-00578-1. Epub 2021 Nov 5.,Lucke JA,Eur Geriatr Med,2022,11/5/21,PMC8568564,,10.1007/s41999-021-00578-1,pubmed_pmc,all
34677620,Transfusion strategies in bleeding critically ill adults: a clinical practice guideline from the European Society of Intensive Care Medicine,"Vlaar APJ, Dionne JC, de Bruin S, Wijnberge M, Raasveld SJ, van Baarle FEHP, Antonelli M, Aubron C, Duranteau J, Juffermans NP, Meier J, Murphy GJ, Abbasciano R, Müller MCA, Lance M, Nielsen ND, Schöchl H, Hunt BJ, Cecconi M, Oczkowski S.",Intensive Care Med. 2021 Dec;47(12):1368-1392. doi: 10.1007/s00134-021-06531-x. Epub 2021 Oct 22.,Vlaar APJ,Intensive Care Med,2021,10/22/21,PMC8532090,,10.1007/s00134-021-06531-x,pubmed_pmc,all
34671820,The EANM guideline for radiosynoviorthesis,"Kampen WU, Boddenberg-Pätzold B, Fischer M, Gabriel M, Klett R, Konijnenberg M, Kresnik E, Lellouche H, Paycha F, Terslev L, Turkmen C, van der Zant F, Antunovic L, Panagiotidis E, Gnanasegaran G, Kuwert T, Van den Wyngaert T; EANM Bone & Joint Committee, the Dosimetry Committee, the Oncology & Theranostics Committee.",Eur J Nucl Med Mol Imaging. 2022 Jan;49(2):681-708. doi: 10.1007/s00259-021-05541-7. Epub 2021 Oct 20.,Kampen WU,Eur J Nucl Med Mol Imaging,2022,10/21/21,PMC8803784,,10.1007/s00259-021-05541-7,pubmed_pmc,all
34595502,European Hernia Society guidelines on management of rectus diastasis,"Hernández-Granados P, Henriksen NA, Berrevoet F, Cuccurullo D, López-Cano M, Nienhuijs S, Ross D, Montgomery A.",Br J Surg. 2021 Oct 23;108(10):1189-1191. doi: 10.1093/bjs/znab128.,Hernández-Granados P,Br J Surg,2021,10/1/21,PMC10364860,,10.1093/bjs/znab128,pubmed_pmc,all
34561321,Clinical practice guidelines for post-mastectomy breast reconstruction: Chinese Society of Breast Surgery (CSBrS) practice guidelines 2021,"Li YS, Du JX, Jiang HC, Zhu W; Chinese Society of Breast Surgery.",Chin Med J (Engl). 2021 Sep 22;134(19):2272-2274. doi: 10.1097/CM9.0000000000001611.,Li YS,Chin Med J (Engl),2021,9/25/21,PMC8509949,,10.1097/CM9.0000000000001611,pubmed_pmc,all
34530758,Clinical practice guidelines standardisation of immunosuppressive and anti-infective drug regimens in UK paediatric renal transplantation: the harmonisation programme,"Dudley J, Christian M, Andrews A, Andrews N, Baker J, Boyle S, Convery M, Gamston F, Garcia M, Haq S, Hegde S, Holt R, Jones H, Khan S, McCaughan J, Milford D, Pickles C, Reynolds B, Sathyanarayana V, Stojanovic J, Tse Y, Wallace D, Walsh G, Ware N, Williams A, Yadav P, Marks S.",BMC Nephrol. 2021 Sep 16;22(1):312. doi: 10.1186/s12882-021-02460-5.,Dudley J,BMC Nephrol,2021,9/17/21,PMC8447621,,10.1186/s12882-021-02460-5,pubmed_pmc,all
34511509,Adult North Star Network (ANSN): Consensus Guideline For The Standard Of Care Of Adults With Duchenne Muscular Dystrophy,"Quinlivan R, Messer B, Murphy P, Astin R, Mukherjee R, Khan J, Emmanuel A, Wong SC, Kulshresha R, Willis T, Pattni J, Willis D, Morgan A, Savvatis K, Keen R, Bourke J, Marini Bettolo C, Hewamadduma C; ANSN.",J Neuromuscul Dis. 2021;8(6):899-926. doi: 10.3233/JND-200609.,Quinlivan R,J Neuromuscul Dis,2021,9/13/21,PMC8673515,,10.3233/JND-200609,pubmed_pmc,all
34503266,Best Practices for Spatial Profiling for Breast Cancer Research with the GeoMx(®) Digital Spatial Profiler,"Bergholtz H, Carter JM, Cesano A, Cheang MCU, Church SE, Divakar P, Fuhrman CA, Goel S, Gong J, Guerriero JL, Hoang ML, Hwang ES, Kuasne H, Lee J, Liang Y, Mittendorf EA, Perez J, Prat A, Pusztai L, Reeves JW, Riazalhosseini Y, Richer JK, Sahin Ö, Sato H, Schlam I, Sørlie T, Stover DG, Swain SM, Swarbrick A, Thompson EA, Tolaney SM, Warren SE, On Behalf Of The GeoMx Breast Cancer Consortium.",Cancers (Basel). 2021 Sep 4;13(17):4456. doi: 10.3390/cancers13174456.,Bergholtz H,Cancers (Basel),2021,9/10/21,PMC8431590,,10.3390/cancers13174456,pubmed_pmc,all
34452722,"American Society of Transplantation and Cellular Therapy, Center of International Blood and Marrow Transplant Research, and European Society for Blood and Marrow Transplantation Clinical Practice Recommendations for Transplantation and Cellular Therapies in Mantle Cell Lymphoma","Munshi PN, Hamadani M, Kumar A, Dreger P, Friedberg JW, Dreyling M, Kahl B, Jerkeman M, Kharfan-Dabaja MA, Locke FL, Shadman M, Hill BT, Ahmed S, Herrera AF, Sauter CS, Bachanova V, Ghosh N, Lunning M, Kenkre VP, Aljurf M, Wang M, Maddocks KJ, Leonard JP, Kamdar M, Phillips T, Cashen AF, Inwards DJ, Sureda A, Cohen JB, Smith SM, Carlo-Stella C, Savani B, Robinson SP, Fenske TS.",Transplant Cell Ther. 2021 Sep;27(9):720-728. doi: 10.1016/j.jtct.2021.03.001.,Munshi PN,Transplant Cell Ther,2021,8/28/21,PMC8447221,NIHMS1739419,10.1016/j.jtct.2021.03.001,pubmed_pmc,all
34427860,APASL clinical practice guideline on hepatitis B reactivation related to the use of immunosuppressive therapy,"Lau G, Yu ML, Wong G, Thompson A, Ghazinian H, Hou JL, Piratvisuth T, Jia JD, Mizokami M, Cheng G, Chen GF, Liu ZW, Baatarkhuu O, Cheng AL, Ng WL, Lau P, Mok T, Chang JM, Hamid S, Dokmeci AK, Gani RA, Payawal DA, Chow P, Park JW, Strasser SI, Mohamed R, Win KM, Tawesak T, Sarin SK, Omata M.",Hepatol Int. 2021 Oct;15(5):1031-1048. doi: 10.1007/s12072-021-10239-x. Epub 2021 Aug 24.,Lau G,Hepatol Int,2021,8/24/21,PMC8382940,,10.1007/s12072-021-10239-x,pubmed_pmc,all
34372902,"Acute abdomen in the immunocompromised patient: WSES, SIS-E, WSIS, AAST, and GAIS guidelines","Coccolini F, Improta M, Sartelli M, Rasa K, Sawyer R, Coimbra R, Chiarugi M, Litvin A, Hardcastle T, Forfori F, Vincent JL, Hecker A, Ten Broek R, Bonavina L, Chirica M, Boggi U, Pikoulis E, Di Saverio S, Montravers P, Augustin G, Tartaglia D, Cicuttin E, Cremonini C, Viaggi B, De Simone B, Malbrain M, Shelat VG, Fugazzola P, Ansaloni L, Isik A, Rubio I, Kamal I, Corradi F, Tarasconi A, Gitto S, Podda M, Pikoulis A, Leppaniemi A, Ceresoli M, Romeo O, Moore EE, Demetrashvili Z, Biffl WL, Wani I, Tolonen M, Duane T, Dhingra S, DeAngelis N, Tan E, Abu-Zidan F, Ordonez C, Cui Y, Labricciosa F, Perrone G, Di Marzo F, Peitzman A, Sakakushev B, Sugrue M, Boermeester M, Nunez RM, Gomes CA, Bala M, Kluger Y, Catena F.",World J Emerg Surg. 2021 Aug 9;16(1):40. doi: 10.1186/s13017-021-00380-1.,Coccolini F,World J Emerg Surg,2021,8/10/21,PMC8352154,,10.1186/s13017-021-00380-1,pubmed_pmc,all
34371943,Guidelines on Standard and Therapeutic Diets for Adults in Hospitals by the French Association of Nutritionist Dieticians (AFDN) and the French Speaking Society of Clinical Nutrition and Metabolism (SFNCM),"Vaillant MF, Alligier M, Baclet N, Capelle J, Dousseaux MP, Eyraud E, Fayemendy P, Flori N, Guex E, Hennequin V, Lavandier F, Martineau C, Morin MC, Mokaddem F, Parmentier I, Rossi-Pacini F, Soriano G, Verdier E, Zeanandin G, Quilliot D.",Nutrients. 2021 Jul 15;13(7):2434. doi: 10.3390/nu13072434.,Vaillant MF,Nutrients,2021,8/10/21,PMC8308628,,10.3390/nu13072434,pubmed_pmc,all
34343391,Executive summary of the 2020 clinical practice guidelines for the management of hypertension in the Philippines,"Ona DID, Jimeno CA, Jasul GV Jr, Bunyi MLE, Oliva R, Gonzalez-Santos LE, Mercado-Asis LB, Luz VA, Leus AG, Diaz ABF, Santos MI, Belen AA, Bonzon DD, Bote-Nunez J, Cawed-Mende RMN, Chua AS, Javier AMJT, Juangco DNA, Madrigal-Dy C, Manicad MB, Ortiz JMGR, Padolina CS, Sison MCC, Villanueva NJ.",J Clin Hypertens (Greenwich). 2021 Sep;23(9):1637-1650. doi: 10.1111/jch.14335. Epub 2021 Aug 3.,Ona DID,J Clin Hypertens (Greenwich),2021,8/3/21,PMC8678709,,10.1111/jch.14335,pubmed_pmc,all
34310393,Clinical practice guideline for diagnosis and treatment of hyperplasia of the mammary glands: Chinese Society of Breast Surgery (CSBrS) practice guideline 2021,"Ma W, Jin ZN, Wang X, Fu FM, Guo WH, Xu YY, Chen B, Jin F, Wang C, Yao F; Chinese Society of Breast Surgery.",Chin Med J (Engl). 2021 Jul 22;134(16):1891-1893. doi: 10.1097/CM9.0000000000001521.,Ma W,Chin Med J (Engl),2021,7/26/21,PMC8382474,,10.1097/CM9.0000000000001521,pubmed_pmc,all
34305047,Clinical Practice Guidelines for the Endoscopic Management of Peripancreatic Fluid Collections,"Oh CH, Song TJ, Lee JK, Park JS, Lee JM, Son JH, Jang DK, Choi M, Byeon JS, Lee IS, Lee ST, Choi HS, Kim HG, Chun HJ, Park CG, Cho JY.",Gut Liver. 2021 Sep 15;15(5):677-693. doi: 10.5009/gnl210001.,Oh CH,Gut Liver,2021,7/26/21,PMC8444102,,10.5009/gnl210001,pubmed_pmc,all
34298608,Current Indications of Secondary Enucleation in Retinoblastoma Management: A Position Paper on Behalf of the European Retinoblastoma Group (EURbG),"Stathopoulos C, Lumbroso-Le Rouic L, Moll AC, Parulekar M, Maeder P, Doz F, Jenkinson H, Beck Popovic M, Chantada G, Munier FL.",Cancers (Basel). 2021 Jul 6;13(14):3392. doi: 10.3390/cancers13143392.,Stathopoulos C,Cancers (Basel),2021,7/24/21,PMC8303810,,10.3390/cancers13143392,pubmed_pmc,all
34251028,Ergonomics in the anaesthetic workplace: Guideline from the Association of Anaesthetists,"Bailey CR, Radhakrishna S, Asanati K, Dill N, Hodgson K, McKeown C, Pawa A, Plaat F, Wilkes A.",Anaesthesia. 2021 Dec;76(12):1635-1647. doi: 10.1111/anae.15530. Epub 2021 Jul 12.,Bailey CR,Anaesthesia,2021,7/12/21,PMC9292255,,10.1111/anae.15530,pubmed_pmc,all
34245180,"European guidelines (S3) on diagnosis and management of mucous membrane pemphigoid, initiated by the European Academy of Dermatology and Venereology - Part I","Rashid H, Lamberts A, Borradori L, Alberti-Violetti S, Barry RJ, Caproni M, Carey B, Carrozzo M, Caux F, Cianchini G, Corrà A, Diercks GFH, Dikkers FG, Di Zenzo G, Feliciani C, Geerling G, Genovese G, Hertl M, Joly P, Marzano AV, Meijer JM, Mercadante V, Murrell DF, Ormond M, Pas HH, Patsatsi A, Prost C, Rauz S, van Rhijn BD, Roth M, Schmidt E, Setterfield J, Zambruno G, Zillikens D, Horváth B.",J Eur Acad Dermatol Venereol. 2021 Sep;35(9):1750-1764. doi: 10.1111/jdv.17397. Epub 2021 Jul 10.,Rashid H,J Eur Acad Dermatol Venereol,2021,7/10/21,PMC8457055,,10.1111/jdv.17397,pubmed_pmc,all
34242744,Customizing local and systemic therapies for women with early breast cancer: the St. Gallen International Consensus Guidelines for treatment of early breast cancer 2021,"Burstein HJ, Curigliano G, Thürlimann B, Weber WP, Poortmans P, Regan MM, Senn HJ, Winer EP, Gnant M; Panelists of the St Gallen Consensus Conference.",Ann Oncol. 2021 Oct;32(10):1216-1235. doi: 10.1016/j.annonc.2021.06.023. Epub 2021 Jul 6.,Burstein HJ,Ann Oncol,2021,7/9/21,PMC9906308,,10.1016/j.annonc.2021.06.023,pubmed_pmc,all
